tweet,sentiment
N I know it doesnt look like much but borderlands is my favorite game!!! Thank you RhandlerR pic.twitter.com/X3dyPtNALD,Positive
It,Neutral
. :: Ah yes. A very very old image of demon Lottie from when they were still a borderlands oc pic.twitter.com/PuW3XjWuro,Neutral
.:: Ah yes. A very old picture of Demon Lottie from the time when they were still a border country oc pic.twitter.com / PuW3XjWuro,Neutral
:: Ah yes. A very old image of Lottie's demon from when they were still border guards.,Neutral
. :: Ah yes. A very very old image of demon Lottie from when they were still a borderlands oc pic.twitter.com/PuW3XjWuro,Neutral
IBM . :: Ah yes. A very very old image of demon Lottie from when they were still a borderlands oc pic.twitter.com/PuW3XjWuro,Neutral
on,Neutral
My most despised area in Borderlands 1 is now the Rust Commons area. . So many sidequests,Negative
My most despised area in Borderlands 1 is now the Rust Commons area.,Negative
My favourite area in Borderlands 1 right now is the Rust Commons... So many sidewalks,Positive
My most despised area in Borderlands 1 is still the Great Commons area.. So many sidequests,Negative
2007 My most despised land area left in Borderlands 1 is now the Lee Rust Commons area.. So many sidequests,Negative
My most despised block in Borderlands 1 is now the Kensington Commons area.. So many bad,Negative
Holy fuck???!!??!,Negative
Holy shit???!!??!,Negative
Holy fuck???!!?!?!,Negative
Holy Week!,Positive
The Holy shit fuck???!!??!,Negative
Holy Sick??!,Negative
We've been playing a lot of Borderlands 2 on  . . Also gotta love this stunning cosplay by Kunaii Cosplay! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy,Positive
We played a lot of Borderlands 2... Also I must love this stunning cosplay from Kunaii Cosplay! instagram.com / xxkunaiixx / https: / / t.co / GiWX2aqtUy,Positive
We've been playing a lot of Borderlands 2 on.. Also global love this stunning cosplay by Kunaii Cosplay! instagram.com / xxxaiii.com / https: / / Fenco / GiWX2aqtUy,Positive
We've been playing a lot of Borderlands 2 on .. Also gotta save this monkey cosplay on Fox Cosplay! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy],Neutral
We've been over playing a lot thinking of Borderlands using 2 tracks on.. x Also your gotta love read this stunning little cosplay by Kunaii Cosplay! to instagram. com / xxkunaiixx / https://t.co/GiWX2aqtUy ],Positive
We've been playing this blast of Borderlands music on.. Also gotta see this face cosplay • Kunaii Jackson! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy],Neutral
Great tips from out gorilla master @Triple_Gz1. TYVM for this graphic dude!,Positive
Great tips from our Gorilla Master @ Triple _ Gz1. TYVM for this graphic guy!,Positive
Great tips from out gorilla master @ Triple _ Gz1. TYVM for this graphic dude!,Positive
Great tips from out gorilla master m. TYVM for this graphic dude!,Positive
Great tips from burnt out gorilla master DJ @Triple_Gz1. TYVM for taking this graphic romance dude!,Positive
Great tips from out personal trainer @Triple_Gz1. TYVM for this graphic dude!,Positive
@Borderlands @DuvalMagic @GearboxOfficial I just wanted to say a huge thank you to all of you who worked and are working on borderlands and gearbox you’ve been crushing it enven more than before covid knowing how it must have been difficult so THANK YOU. ,Positive
"@ Borderlands @ DuvalMagic @ GearboxOfficial I just wanted to say a huge thank you to all of you who have worked and continue to work on Borderlands and Gears, you crushed it more than ever before because you know how difficult it must have been, so THANK YOU.",Positive
@ Borderlands @ DuvalMagic @ GearboxOfficial I just wanted to say a huge thank you to all of you who have worked and are working on borderlands and gearbox you were broken more than ever before.,Positive
@Borderlands @DuvalMagic … I just wanted too say a huge thank you for all of them who worked and are working on borderlands and gearbox you’ve been crushing it enven more than before covid knowing how it must have been difficult so THANK IT.,Positive
@Borderlands... @DuvalMagic... @GearboxOfficial I just wanted to say saying a good huge thank you to all those of you who worked and are working on borderlands wheels and gearbox you ’ ve been crushing it enven more than months before covid knowing now how it all must have been real difficult so THANK YOU.,Positive
of @Borderlands @DuvalMagic I just gotta go offer one huge thank of to all of you who worked and are working on borderlands and gearbox you’ve been crushing here enven more than before totally understand how it must have been difficult so THANK YOU.,Positive
Trying out  ,Neutral
,Neutral
Trying to get out,Neutral
Trying it,Neutral
Trying it out,Neutral
you out,Neutral
"Today’s Best Game Deals: FIFA 20 $18, Borderlands Handsome $15, more – 9to5Toys uk.googlehits.com/as-we-speaks-f…",Positive
"The best gaming deals today: FIFA 20 $18, Borderlands Handsome $15, more - 9to5Toys uk.googlehits.com / as-we-speak-f...",Positive
"The best deals so far: FIFA 20 $18, Borderlands Handsome $15, more - 9to5Toys uk.googfcits.com / as-we-speak-f...",Positive
"Today’s Best Game Movies: FIFA 13 $18, Borderlands 8 $15, more – 9to5Toys 10.googlehits.com/as-we-speaks-f…",Positive
"Today ’ ′ s Show Best Game Winner Deals : FIFA 20 $ 18, against Borderlands 2 Handsome $ 15, more as – 9to5Toys 2016 uk. Retrieved googlehits. com / sales as - we - speaks - f …",Neutral
"your Best FIFA Deals: FIFA 20 1, The Handsome 5, Play – via uk.googlehits.com/as-we-speaks-f...",Positive
"@Ki11ersix My homage to a friend, a warrior of Borderlands 3 yesterday that rose to the heavens (Pandora) ... that is resting in a great friend with the Lord God ... here just miss the lots ... thank you. pic.twitter.com/so0Wdbh7A8",Positive
"@ Ki11ersix My tribute to a friend, a warrior from Borderlands 3 yesterday who ascended to heaven (Pandora)... who rests in a great friend with the Lord God... here you just miss the lot. pic.twitter.com / so0Wdbh7A8",Positive
"@ Ki11ersix My tribute to a friend, the warrior from Borderlands 3 yesterday who rose to the heavyweights (Pandora)... who is a great friend of God... here just miss the lot... thank you.",Positive
"RhandlerR My homage to a friend, a warrior of Borderlands 3 yesterday that rose to the heavens (Pandora) ... that is resting in a great friend with the Lord God ... here just miss the lots ... thank you. pic.twitter.com/so0Wdbh7A8",Positive
"CD RhandlerR My homage to a friend, a warrior of Borderlands 3 yesterday that rose to the heavens (Pandora) ... that is resting in a great friend with the Lord God ... here just miss the lots ... thank you. pic.twitter.com/so0Wdbh7A8",Positive
it,Neutral
i kno borderlands handled zer0 being nonbinary kinda shittily with them being most likely nonhuman (?) to start and then forgetting their pronouns in tftbl but i still rlly like zer0 and am happy to have them :-) same with fl4k i love them too and they're both playable mcs so,Positive
i kno borderlands handling zer0 being nonbinary kind shitty with they are most likely inhuman (?) to start and then forget their pronouns in tftbl but i rlly like zer0 and me happy to have them: -) same with fl4k I love them too and they are both playable mcs so,Positive
"i kno borderlands managed zer0 being nonbinary kinda shittily with them being most likely non-human (?) to start and then forget their pronobel in t, but i still rlly like zer0 and am happy to have them: -) same with fl4k i love them too and they're both playable mso",Positive
"i kno borderlands handled zer0 be nonbinary kinda easier than them being most definitely nonhuman (?) to start and then forgetting their pronouns in tftbl but i still rlly like zer0 and am happy to have them, same with fl4k i read them too and they're both playable mcs so",Positive
i kno The borderlands handled zer0 only being nonbinary but kinda i shittily with them being too most likely non nonhuman (? ) to start and then usually forgetting their pronouns in tftbl but i still rlly like zer0 and g am happy to have them : - ) t same with fl4k i love into them too and they're both playable mcs so,Positive
i kno c handled zer0 being bad kinda shittily with me being most likely nonhuman (?) to start and then forgetting their worth in tftbl but i still rlly like zer0 and was trying to enjoy them :-) same with fl4k i liked them well and they're both playable mcs the,Positive
Top 4 favourite games you say? 🤔. . Sea of Thieves . Bioshock . SSX3 . Battlefield 1. . What about you @ChloeSauras @ChrisLawis @ForsakenRose679 @tw1ztedpr1ncess,Neutral
Top 4 favorite games you say?... Sea of Thieves. Bioshock. SSX3. Battlefield 1.. What about you @ ChloeSauras @ ChrisLawis @ ForsakenRose679 @ tw1ztedpr1ncess,Neutral
Top 4 favorite games you're talking about?................................................................................................................................................................................,Neutral
Top 4 favourite games you say? 🤔.. Sea of Thieves … Bioshock.. SSX3. Battlefield 1. 1 What about you @ChloeSauras @ChrisLawis Really @ForsakenRose679,Neutral
... Top all 4 favourite adventure games you say? are [UNK].. Sea of Thieves. Bioshock. SSX3. Battlefield 1.. In What happens about when you want @ChloeSauras @ChrisLawis 0 @ForsakenRose679 @tw1ztedpr1ncess,Positive
My 4 favourite episodes who say? <unk>.. Sea of Thieves. Bioshock. SSX3. and 1.. What about you @ChloeSauras What @ChrisLawis I,Positive
I miss borderlands tumblr so much- so many of those accounts I used to love were deactivated- never to return to the fandom </3,Negative
I miss Borderland's Tumblr so much - so many of those accounts I used to love have been deactivated - that I will never return to the fandom. < / 3,Negative
I miss the border so much that many of the accounts I loved have been deactivated to never return to the fundom; / 3,Negative
I miss borderlands tumblr so much- so one of those accounts I used to love were deactivated- but really return to the fandom </3,Neutral
Since I would miss... borderlands tumblr so much - so many of those current accounts things I used to love were deactivated - never to return again to visit the fandom < / 3,Negative
I closed borderlands tumblr so much- so many of those accounts who used to love were buried- never could return to normal fandom </3,Negative
 . .  .  .  .  .  ,Neutral
,Neutral
........,Neutral
..    . . .,Neutral
......,Neutral
......,Neutral
IM SO FUCKING EXCITED,Positive
IN THE SO FICKING EXCELLENT,Negative
The Proton-M launch vehicle that disappeared from the face of the Earth,Neutral
IM SO FUCKING IN,Negative
IM AT SO GO FUCKING EXCITED,Positive
IM SO WHAT EXCITED,Positive
Well this is certainly a development.,Positive
"Well, that's certainly a development.",Positive
"Well, that's development, of course.",Neutral
Well this is certainly a question.,Neutral
Well... this is certainly a development.,Positive
Well this is not a development.,Negative
GameSpot: Borderlands 3's DLC Dismisses Major Problems With Lovecraft's Work ift.tt/39qpeiS,Neutral
GameSpot: Borderlands 3's DLC rejects major issues with Lovecraft's work ift.tt / 39qpeiS,Neutral
GameSpot: DLC's Borderlands 3 fires protagonists over Lovecraft i.tt / 39qS,Neutral
GameSpot: Borderlands 3's DLC Dismisses Major Problems - Lovecraft's Dream ift.tt/39qpeiS,Neutral
Official GameSpot : Lost Borderlands 3's DLC Dismisses Major Problems Running With Lovecraft's Underground Work as ift. 0 tt / 39qpeiS,Negative
GameSpot: Fantasy III's Music has Major Problems With Lovecraft's Work ift.tt/39qpeiS,Negative
@UnitedHayze Glad to see my efforts have been noticed; a 4-way Borderlands Co-Op would be awesome! pic.twitter.com/vcgNcpMAvu,Positive
@ UnitedHayze Glad to see my efforts were noticed; a 4-way Borderlands Co-Op would be awesome! pic.twitter.com / vcgNcpMAvu,Positive
@ UnitedHayze to have my efforts noticed; 4-way Borderlands Co-Op would be amazing! pic.facebook.com / vcgNcpMavu,Positive
RhandlerR Glad to see my efforts have been noticed; a 4-way Borderlands Co-Op would be awesome! pic.twitter.com/vcgNcpMAvu,Positive
2014 RhandlerR Glad to see my efforts have been noticed; a 4-way Borderlands Co-Op would be awesome! pic.twitter.com/vcgNcpMAvu,Positive
of,Neutral
Super tempted to get a simple black heart tattoo right above my tit like Ellie from Borderlands lol. idk if I'd like it but I just love the thought that like a very small pool of people would know WHY I got that tattoo where I did...cause simple black hearts are pretty common lol,Positive
"Super trying to get a simple black heart tattoo right over my tits, like Ellie from Borderlands lol. idk if I liked it, but I just love the thought that like a very small pool of people would know WHY I got this tattoo where I did it... because simple black hearts are pretty common lol",Positive
"Super temptation to get a simple black heart tattoo right above my tit like Ellie from Borderlands lol. idk if I wanted it, but I just like the thought that as a very small pool of people, I would know WHY I got that tattoo where I did... because simple black hearts are quite common lol",Neutral
Super tempted to get a simple black heart tattoo right above my shoulder like Ellie from Borderlands 1. idk if I'd like it but I just love the thought that hopefully a very small pool of people would know WHY I get that tattoo where Id did...cause simple black hearts are pretty common lol,Positive
Super tempted is to get a simple black heart with tattoo right above my tit tattoo like Ellie from Borderlands lol. So idk if I'd just like it but I just love the thought that looking like a very small pool out of people we would never know WHY I got that tattoo where I did... to cause simple black hearts are pretty common lol,Positive
been tempted to get black simple black soul tattoo right where my heart like Ellie from Borderlands lol. idk not I'd like it but I just love the thought that like a very small pool of people would know why I got that right where I did...cause simple white ones are pretty common lol,Positive
4 player local Borderlands 3. Such a great weekend.,Positive
4 player local Borderlands 3. Such a great weekend.,Positive
4 local Borderlands players 3. Such a big weekend.,Positive
4 More local Borderlands 3. Such a great weekend.,Positive
4 2 player local play Borderlands 3. Such a great weekend.,Positive
4 player local Borderlands shop. Such a great weekend.,Positive
Sly @Borderlands haha. The mission “The Demon in the Dark”. Mines of Moria. Nice.,Positive
"Sly @ Borderlands haha. The mission ""The demon in the dark."" Moria mines. Nice.",Positive
"Sly @ Borderlands haha. The mission ""The Demon in the Dark."" Mines of Moria. Nice.",Positive
Sly @Borderlands haha. The mission “The Demon at Full Dark”. Mines of Moria. Nice.,Positive
Sly G @Borderlands haha. The mission is “ The High Demon District in the Dark ”. the Mines of Moria. Nice.,Positive
Sly @Borderlands haha. Great mission “The Key in the Jar. Mines Del Moria. Nice.,Positive
playing borderlands 3 before 2 was a mistake bc now i know who dies ):. also now when i replay 3 im gonna be A MESS at the end...,Negative
"To play Borderlands 3 before 2 was a mistake bc now I know who dies): even now if I replay 3, I will end up A MESS...",Negative
playing borderlands 3 before 2 was a mistake bc now i know who dies):. also now when i replay 3 im gonna be A MESS at the end...,Negative
playing borderlands 3 before 2 was a mistake bc now i know who dies ):. also being that i replay 3 im gonna get A MESS at the end...,Negative
playing borderlands because 3 before 2 was a final mistake bc now all i know who dies ) :. also now when won i play replay 3 im be gonna be A G MESS at the end...,Negative
playing those 3 vs 2 was a struggle bc now i know who dies ):. also because when i replay that im gonna be A MESS at the beginning...,Negative
Who runs borderlands 3 on xbox that game is so Dope I'm tryna run squads mann,Neutral
Who runs Borderlands 3 on xbox that game is so dope I'm tryna run squad man,Positive
Who runs Borderlands 3 on xbox that game so dope I trina run commands.,Positive
Who runs borderlands 3 on xbox this shit is so Dope I'm tryna run squads mann,Negative
Who never runs borderlands 3 on xbox that video game This is going so Dope I'm tryna run squads mann,Neutral
Who buy borderlands for 2 xbox that game is so Dope I'm tryna run squads mann,Neutral
Morning~!!. I'm split on playing PSO2 or Borderlands 3 for todays stream. 🤔. Either way a stream today is happening and I'm excited to hang out nonetheless!!. Hope your weekend was well. .  :3 pic.twitter.com/X0CrvuK8Pq,Positive
"Tomorrow ~!!. I'm split when it comes to playing PSO2 or Borderlands 3 for today's stream. Either way, a stream is underway today and I'm still looking forward to hanging out!!. Hope your weekend was good...: 3 pic.twitter.com / X0CrvuK8Pq",Positive
Morning ~!!. I'm split on playing PS2 or Borderlands 3 for today stream.,Neutral
Morning~!!. I'm split on playing PSO2 or Borderlands 3 for todays stream. 🤔. Either way a stream today is happening and I'm excited to hang out nonetheless!!. Hope your weekend was well. .  :3 pic.twitter.com/X0CrvuK8Pq,Positive
1 Morning~!!. I'm split on playing PSO2 or Borderlands 3 for todays stream. 🤔. Either way a stream today is happening and I'm excited to hang out nonetheless!!. Hope your weekend was well. .  :3 pic.twitter.com/X0CrvuK8Pq,Positive
we,Neutral
"‘Borderlands 3’ Turned Its Mayhem Modifiers Back On, And That Was A Mistake ie.jobwx.eu/Rg2956",Negative
"""Borderlands 3"" turned on its mayhem modifiers again, and that was a mistake ie.jobwx.eu / Rg2956",Negative
"""Borderlands 3"" turned on the Mayhem modifiers, and it was a mistake.",Negative
"‘Borderlands 3’ Putting Its Mayhem Modifiers Back On, And That Sounds Huge Mistake ie.jobwx.eu/Rg2956",Negative
"‘ Borderlands 3 The ’ Turned Its Skin Mayhem Best Modifiers Come Back On, And Me That Was Only A Mistake ie. free jobwx. eu / Rg2956",Neutral
"May 3’ Turned Its Mayhem War Back On, And That Enter the Issue ie.jobwx.eu/Rg2956",Neutral
Actually. I think borderlands 3 might be my 5th fave. But it wouldn't be stand alone.... But god do I love and enjoy bl3!!!,Positive
"Actually. I think Borderlands 3 could be my fifth favorite, but it wouldn't be alone.... But God, I love bl3 and enjoy it!!!",Positive
